repo_name,category,file_path,line_number,keyword,debt_type,sdlc_phase,line_content,debt_category,severity,rationale,is_false_positive,original_index
clearml/clearml-serving,MLOps,examples/preprocess_template/preprocess_template.py,79,NOQA,Test Debt,P1_Data_Collection,) -> dict:  # noqa,Code Debt,2,The use of noqa comment is a code debt as it may lead to inconsistent code formatting and make the codebase harder to maintain.,False,791
determined-ai/determined,MLOps,docs/rebrand-docs.py,96,TODO,Requirement Debt,P3_Model_Development,"# TODO: This is a bit too broad, but not incorrect.",Documentation Debt,3,"The comment suggests that the documentation needs improvement, specifically regarding the scope of the task.",False,792
pachyderm/pachyderm,MLOps,examples/kubeflow/mnist/pipeline.py,159,TEMP,Design Debt,P3_Model_Development,with tempfile.NamedTemporaryFile(suffix='.zip') as pipeline_file:,Code Debt,3,The use of tempfile.NamedTemporaryFile may lead to file descriptor leaks or other issues if not properly cleaned up.,False,793
determined-ai/determined,MLOps,docs/deploy/scrape.py,125,WORKAROUND,Design Debt,P3_Model_Development,# Workaround an incompatibility between sphinx's XML generation and ElementTree's XML parsing.,Code Debt,3,"The workaround is a temporary fix for an incompatibility issue, indicating a deeper code-level problem.",False,794
clearml/clearml-serving,MLOps,clearml_serving/serving/model_request_processor.py,100,NOQA,Test Debt,P3_Model_Development,except Exception as ex:  # noqa,Code Debt,3,"The use of bare 'except Exception as ex' can catch and hide unexpected errors, making it harder to debug and maintain the code.",False,795
dagster-io/dagster,MLOps,.buildkite/buildkite-shared/buildkite_shared/context.py,359,BUG,Defect Debt,P3_Model_Development,"Example: a commit message of ""Fix bug [STEP_FILTER=integration] [REPEAT=5]""",Defect Debt,3,"The commit message indicates a bug fix, suggesting a defect in the code that has been addressed.",False,796
dagster-io/dagster,MLOps,scripts/object_profile.py,38,TEMP,Design Debt,P3_Model_Development,with TemporaryDirectory() as d:,Code Debt,3,"The use of TEMP keyword and TemporaryDirectory() as d: suggests a temporary solution or workaround in the code, which may not be scalable or maintainable in the long run.",False,797
clearml/clearml-serving,MLOps,clearml_serving/serving/preprocess_service.py,474,NOQA,Test Debt,P1_Data_Collection,import xgboost  # noqa,Code Debt,2,"The import statement for xgboost is commented out, indicating potential unused code.",False,798
dagster-io/dagster,MLOps,docs/sphinx/conf.py,43,NOQA,Test Debt,P3_Model_Development,"copyright = ""2019, Dagster Labs, Inc""  # noqa: A001",Code Debt,2,The use of noqa directive is a code debt as it suppresses a potential issue without addressing the root cause.,False,799
clearml/clearml-serving,MLOps,clearml_serving/serving/preprocess_service.py,299,NOQA,Test Debt,P1_Data_Collection,from tritonclient.grpc import grpc  # noqa,Code Debt,3,"The noqa comment is used to suppress a warning, indicating a potential issue with the import statement.",False,800
determined-ai/determined,MLOps,e2e_tests/tests/cluster_log_manager.py,2,NOQA,Test Debt,P3_Model_Development,from types import TracebackType  # noqa:I2041,Code Debt,3,"The import statement is commented out with a noqa directive, indicating a potential coding standard non-compliance.",False,801
dagster-io/dagster,MLOps,scripts/gen_airbyte_classes.py,502,NOQA,Test Debt,P3_Model_Development,"out = f""""""# ruff: noqa: F401, A002",Code Debt,3,Max retries reached,False,802
dagster-io/dagster,MLOps,scripts/run-ty.py,722,TEMP,Design Debt,P3_Model_Development,# ty uses the include paths from the temp config.,Configuration Debt,3,The use of a temporary configuration file (temp config) for include paths is not a best practice and may lead to issues in production.,False,803
pachyderm/pachyderm,MLOps,jupyter-extension/jupyterlab_pachyderm/handlers.py,308,TODO,Requirement Debt,P3_Model_Development,# TODO: should we return server CAs?,Design Debt,3,"The TODO comment indicates a design decision is pending, affecting the overall architecture of the codebase.",False,804
dagster-io/dagster,MLOps,scripts/generate_changelog.py,797,XXX,Design Debt,P3_Model_Development,"""prefix"": ""dagster-xxx"" or ""ui"" or null,",Code Debt,3,"The use of XXX as a prefix in 'dagster-xxx' suggests a hardcoded or ad-hoc solution, indicating a potential for code duplication or inflexibility.",False,805
determined-ai/determined,MLOps,.circleci/scripts/job_level_alerts.py,20,TODO,Requirement Debt,P6_Monitoring_Ops,# TODO(RM-252) mention the team who owns the test.,Test Debt,2,"The TODO comment indicates a missing piece of information about test ownership, which is essential for effective testing and maintenance.",False,806
dagster-io/dagster,MLOps,conftest.py,28,NOQA,Test Debt,P3_Model_Development,parser._dagster_split_registered = True  # type: ignore[attr-defined]  # noqa: SLF001,Code Debt,2,The use of type: ignore[attr-defined] and noqa: SLF001 indicates a potential code smell and may require refactoring.,False,807
clearml/clearml-serving,MLOps,clearml_serving/serving/preprocess_service.py,357,NOQA,Test Debt,P1_Data_Collection,except:  # noqa,Code Debt,3,"The use of bare 'except' clause can mask bugs and make debugging harder, indicating a lack of proper error handling.",False,808
pachyderm/pachyderm,MLOps,examples/kubeflow/mnist/pipeline.py,41,TEMP,Design Debt,P3_Model_Development,"with tempfile.TemporaryDirectory(suffix=""pachyderm-mnist"") as data_dir:",Code Debt,3,The use of a hardcoded suffix in the TemporaryDirectory context manager may lead to naming conflicts or difficulties in identifying the temporary directory.,False,809
clearml/clearml-serving,MLOps,clearml_serving/serving/endpoints.py,11,NOQA,Test Debt,P3_Model_Development,"def _matrix_type_validator(inst, attr, value):  # noqa",Code Debt,3,"The use of noqa comment suggests a potential code smell or a deliberate choice to ignore a linter warning, which may indicate a need for code review or refactoring.",False,810
determined-ai/determined,MLOps,pre-commit/web_lint_check.py,32,TODO,Requirement Debt,P3_Model_Development,# TODO: replace it with `match` if we support python v3.10,Code Debt,3,"The code uses a TODO comment to indicate a potential improvement, suggesting a need for refactoring or updating the code to match the latest Python version.",False,811
clearml/clearml-serving,MLOps,examples/preprocess_template/preprocess_template.py,27,NOQA,Test Debt,P1_Data_Collection,"def load(self, local_file_name: str) -> Any:  # noqa",Code Debt,3,"The use of the NOQA comment suggests a potential code smell or a deliberate choice to ignore a linter warning, which may indicate a deeper issue in the codebase.",False,812
determined-ai/determined,MLOps,harness/determined/constants.py,5,WORKAROUND,Design Debt,P3_Model_Development,"# Until we implement a more automatic solution, expose a temporary workaround of",Model Stack Workaround Debt,3,"The code contains a temporary workaround for a more automatic solution, indicating a workaround for a model stack issue.",False,813
clearml/clearml-serving,MLOps,examples/vllm/preprocess.py,12,NOQA,Test Debt,P1_Data_Collection,"def load(self, local_file_name: str) -> Optional[Any]:  # noqa",Code Debt,3,"The use of the NOQA comment suggests a potential code smell or a deliberate choice to ignore a linter warning, which may indicate a need for code refactoring or improvement.",False,814
determined-ai/determined,MLOps,harness/determined/_info.py,105,TODO,Requirement Debt,P3_Model_Development,# TODO: decide if the experiment config is the right place for users to set a debug flag.,Design Debt,3,"The TODO comment suggests a design decision is pending, which may impact the overall architecture of the experiment configuration.",False,815
determined-ai/determined,MLOps,e2e_tests/tests/filetree.py,4,NOQA,Test Debt,P3_Model_Development,from types import TracebackType  # noqa:I2041,Code Debt,3,"The import statement is commented out with a noqa directive, indicating a potential code smell or unnecessary import.",False,816
clearml/clearml-serving,MLOps,clearml_serving/serving/init.py,27,NOQA,Test Debt,P3_Model_Development,"task_type=""inference"",  # noqa",Code Debt,2,"The use of noqa comment suggests a lack of adherence to coding standards, potentially leading to inconsistencies in the codebase.",False,817
determined-ai/determined,MLOps,docs/deploy/scrape.py,259,TEMP,Design Debt,P3_Model_Development,"print(f""uploading {len(records)} records to temp index {temp_name}..."", file=sys.stderr)",Code Debt,3,The use of a hardcoded 'TEMP' keyword in the code may lead to confusion and make it harder to maintain in the future.,False,818
clearml/clearml-serving,MLOps,clearml_serving/serving/init.py,32,NOQA,Test Debt,P3_Model_Development,instance_logger = instance_task.get_logger()  # noqa,Code Debt,3,"The use of noqa comment suggests a potential code smell or a deliberate choice to ignore a linter warning, which may indicate a deeper issue in the codebase.",False,819
clearml/clearml-serving,MLOps,clearml_serving/preprocess/preprocess_template.py,60,NOQA,Test Debt,P1_Data_Collection,) -> Any:  # noqa,Code Debt,3,"The use of noqa comment suggests a lack of adherence to coding standards, potentially leading to inconsistencies in the codebase.",False,820
clearml/clearml-serving,MLOps,clearml_serving/engines/triton/triton_helper.py,188,TODO,Requirement Debt,P3_Model_Development,# todo: trigger triton model reloading (instead of relaying on current poll mechanism),Code Debt,3,"The code relies on a poll mechanism for model reloading, which may lead to inefficiencies and potential issues with model updates.",False,821
clearml/clearml-serving,MLOps,clearml_serving/serving/preprocess_service.py,360,NOQA,Test Debt,P1_Data_Collection,except:  # noqa,Code Debt,3,"The use of bare 'except' clause can mask bugs and make debugging more difficult, indicating a lack of proper error handling.",False,822
determined-ai/determined,MLOps,docs/deploy/promote.py,79,TODO,Requirement Debt,P3_Model_Development,# TODO(danh): reference existing Algolia search indices for the version,Code Debt,3,"The code does not reference existing Algolia search indices for the version, potentially leading to inconsistent search results.",False,823
clearml/clearml-serving,MLOps,clearml_serving/__main__.py,16,NOQA,Test Debt,P3_Model_Development,"Session.add_client(__package__.partition(""."")[0].replace(""_"", ""-""), __version__)  # noqa",Code Debt,2,The use of noqa comment suggests a potential coding standard deviation.,False,824
determined-ai/determined,MLOps,docs/deploy/upload.py,138,TODO,Requirement Debt,P3_Model_Development,# TODO(danh): just uncomment this whenever the thought's not scary :D,Code Debt,3,"The TODO comment indicates a potential code modification that has not been implemented, which could lead to inconsistencies or bugs if not addressed.",False,825
clearml/clearml-serving,MLOps,examples/custom/preprocess.py,74,NOQA,Test Debt,P1_Data_Collection,) -> Any:  # noqa,Code Debt,3,"The use of noqa comment suggests a lack of adherence to coding standards, potentially leading to inconsistencies in the codebase.",False,826
determined-ai/determined,MLOps,harness/determined/gpu.py,183,TODO,Requirement Debt,P3_Model_Development,"# TODO This extra layer of method calls is to match get_gpus above, in case we are later",Code Debt,3,"The extra layer of method calls is unnecessary and may introduce complexity, but does not affect the functionality of the code.",False,827
clearml/clearml-serving,MLOps,clearml_serving/serving/model_request_processor.py,1060,NOQA,Test Debt,P3_Model_Development,import kafka.errors as Errors  # noqa,Code Debt,3,"The use of noqa comment suggests a potential coding standard deviation, which may lead to inconsistencies in the codebase.",False,828
determined-ai/determined,MLOps,bindings/generate_bindings_ts.py,565,WORKAROUND,Design Debt,P3_Model_Development,# workaround for streaming function behavior,Code Debt,3,"The code contains a workaround for a specific behavior, indicating a potential code smell or a temporary fix that may need to be revisited.",False,829
clearml/clearml-serving,MLOps,examples/vllm/preprocess.py,52,NOQA,Test Debt,P1_Data_Collection,) -> Any:  # noqa,Code Debt,2,The use of noqa comment suggests a potential code smell or a workaround in the codebase.,False,830
clearml/clearml-serving,MLOps,clearml_serving/__main__.py,134,TODO,Requirement Debt,P3_Model_Development,# todo: make it look nice,Code Debt,2,"The comment suggests a cosmetic change to improve code appearance, indicating a low-severity code debt.",False,831
